,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
18669,21,2,199915,15,10,4,7,3,4,0,0,0,40,38
18670,23,5,199915,11,9,4,7,3,4,0,0,0,21,38
18671,23,2,199915,9,13,4,0,3,4,0,0,0,35,38
18672,46,0,199925,9,13,0,9,1,4,1,0,0,40,38
18673,34,0,199934,15,10,2,0,0,2,1,0,0,40,38
18674,34,2,199934,15,10,2,6,0,2,1,7298,0,40,38
18675,57,2,199934,9,13,2,3,0,4,1,0,0,40,38
18676,25,2,199947,11,9,2,0,5,4,0,0,0,40,38
18677,36,2,199947,15,10,0,6,3,4,0,0,0,30,38
18678,76,2,199949,6,5,2,10,0,4,1,0,0,13,38
18679,76,2,199949,9,13,2,0,0,4,1,20051,0,50,38
18680,32,2,199963,1,7,2,6,5,4,0,0,0,40,38
18681,50,1,199995,9,13,0,10,1,4,1,0,0,40,38
18682,51,2,199995,6,5,2,2,0,4,1,0,0,50,38
18683,52,1,199995,12,14,2,3,0,4,1,7298,0,60,38
18684,28,2,199998,11,9,5,7,1,4,0,0,0,25,38
18685,58,2,200040,11,9,2,2,0,4,1,0,0,40,38
18686,58,0,200042,15,10,2,3,0,4,1,15024,0,40,38
18687,18,2,200047,2,8,4,0,3,4,1,0,0,35,38
18688,75,2,200068,15,10,2,3,0,4,1,0,0,35,38
18689,23,2,200089,15,10,2,2,2,4,1,0,0,40,7
18690,24,2,200089,11,9,2,2,0,4,1,0,0,60,25
18691,21,2,200089,3,2,2,7,2,4,1,0,0,40,8
18692,20,2,200089,4,3,4,5,4,4,1,0,0,30,12
18693,54,2,200098,9,13,0,11,1,2,0,0,0,60,38
18694,22,2,200109,11,9,2,8,5,4,0,4508,0,40,38
18695,31,2,200117,11,9,0,0,1,4,1,0,0,40,38
18696,34,2,200117,0,6,2,2,0,4,1,0,0,40,38
18697,63,2,200127,11,9,6,0,1,4,0,0,0,40,38
18698,19,2,200136,15,10,4,11,3,4,0,0,0,20,38
18699,37,2,200153,11,9,2,2,0,4,1,0,0,40,38
18700,38,4,200153,11,9,2,2,0,4,1,0,0,60,38
18701,38,1,200153,7,12,4,9,1,4,1,0,0,40,38
18702,35,2,200153,12,14,2,3,0,4,1,0,0,45,38
18703,39,2,200153,9,13,0,0,1,4,1,0,0,40,38
18704,21,2,200153,11,9,4,7,3,4,0,0,0,32,38
18705,20,2,200153,11,9,4,7,3,4,0,0,0,38,38
18706,42,2,200187,8,11,0,7,4,4,0,0,0,32,38
18707,53,2,200190,7,12,2,11,0,4,1,0,0,80,38
18708,53,2,200190,15,10,0,2,1,4,1,0,0,40,38
18709,53,1,200190,12,14,2,9,0,4,1,0,1977,55,38
18710,31,2,200192,11,9,0,0,1,4,0,0,0,40,10
18711,34,2,200192,15,10,4,7,1,4,0,0,0,40,38
18712,30,2,200192,15,10,2,7,5,4,0,0,0,45,38
18713,49,2,200198,11,9,2,7,0,2,1,0,0,40,38
18714,17,2,200199,1,7,4,11,3,4,0,0,0,35,38
18715,23,2,200207,11,9,0,5,3,4,1,0,0,44,38
18716,38,2,200220,11,9,2,2,0,4,1,0,0,40,38
18717,27,2,200227,8,11,2,0,5,2,0,0,0,40,38
18718,56,4,200235,15,10,2,11,0,4,1,0,0,60,38
18719,60,2,200235,8,11,0,9,4,4,0,0,0,40,38
18720,56,2,200235,8,11,2,2,0,4,1,0,0,48,38
18721,32,2,200246,9,13,2,3,0,4,1,0,0,40,38
18722,30,2,200246,8,11,4,2,1,4,1,0,0,40,38
18723,31,2,200246,6,5,4,7,3,4,1,0,0,40,38
18724,33,2,200246,15,10,3,9,1,4,1,0,0,40,38
18725,38,5,200289,10,16,2,9,0,1,1,0,0,40,35
18726,33,5,200289,12,14,2,9,0,1,1,0,0,19,18
18727,24,2,200295,15,10,4,2,1,4,1,0,0,40,38
18728,57,2,200316,15,10,2,2,0,4,1,0,0,40,38
18729,56,2,200316,15,10,2,0,0,4,1,0,0,35,38
18730,58,5,200316,11,9,2,2,0,4,1,0,0,40,38
18731,23,2,200318,7,12,4,0,1,4,0,0,0,20,38
18732,25,2,200318,11,9,2,13,0,4,1,0,0,60,38
18733,22,2,200318,7,12,4,0,1,4,0,0,0,15,38
18734,32,2,200323,14,15,4,9,1,4,1,0,0,60,38
18735,62,2,200332,11,9,2,6,0,4,1,0,0,40,38
18736,36,2,200352,9,13,2,9,0,4,1,0,0,45,38
18737,43,2,200355,11,9,2,13,0,4,1,0,0,70,38
18738,36,2,200360,15,10,4,2,1,4,1,0,0,40,38
18739,45,2,200363,8,11,0,3,1,4,0,0,0,44,38
18740,37,2,200374,9,13,2,11,0,4,1,0,1902,40,38
18741,22,2,200374,11,9,4,6,2,4,1,0,0,35,38
18742,29,2,200381,1,7,4,3,1,4,0,0,0,40,38
18743,25,2,200408,15,10,4,12,1,4,1,2174,0,40,38
18744,25,2,200408,7,12,4,2,3,4,1,0,0,40,38
18745,71,2,200418,4,3,2,13,0,4,1,0,0,40,38
18746,52,2,200419,7,12,5,9,1,4,0,0,0,50,38
18747,35,2,200426,8,11,3,9,4,4,0,0,0,44,38
18748,35,2,200445,11,9,4,6,3,4,1,0,1974,40,38
18749,51,2,200450,11,9,2,5,0,4,1,0,0,48,38
18750,20,2,200450,5,4,4,6,3,4,0,0,0,52,38
18751,57,2,200453,11,9,2,2,0,4,1,15024,0,40,38
18752,59,3,200453,12,14,2,11,0,4,1,0,0,40,38
18753,29,2,200468,0,6,4,9,1,4,1,0,0,40,38
18754,32,5,200469,15,10,4,10,4,2,0,3887,0,40,38
18755,48,3,200471,9,13,2,3,0,4,1,0,0,40,38
18756,49,4,200471,11,9,2,2,0,4,1,0,0,40,38
18757,49,2,200471,3,2,2,2,0,4,1,0,0,40,31
18758,48,2,200471,9,13,2,13,0,4,1,0,0,45,38
18759,49,2,200471,1,7,4,7,1,4,1,0,0,60,38
18760,45,2,200471,11,9,2,0,0,4,1,0,0,35,38
18761,47,2,200471,8,11,2,0,0,4,1,4064,0,40,38
18762,48,4,200471,15,10,2,2,0,4,1,0,0,40,38
18763,47,1,200471,11,9,2,13,0,4,1,5178,0,40,38
18764,63,2,200474,3,2,0,13,1,4,1,0,0,40,38
18765,40,2,200479,8,11,2,9,0,4,1,0,0,40,38
18766,27,1,200492,9,13,4,9,3,4,0,0,0,40,38
18767,40,2,200496,9,13,5,11,1,4,1,0,0,40,38
18768,55,5,200497,12,14,2,3,0,4,1,0,0,45,38
18769,27,2,200500,5,4,2,13,0,4,1,0,0,45,38
18770,29,2,200511,9,13,2,11,0,4,1,0,0,50,38
18771,28,2,200511,11,9,5,4,1,4,1,0,0,55,38
18772,29,2,200511,11,9,2,11,0,4,1,0,0,50,38
18773,29,2,200515,15,10,2,6,0,4,1,0,0,38,38
18774,28,4,200515,15,10,2,2,0,4,1,0,0,40,38
18775,28,2,200515,15,10,2,7,0,4,1,0,0,35,38
18776,45,2,200559,8,11,2,4,0,4,1,0,0,70,38
18777,69,2,200560,9,13,2,5,0,4,1,0,0,20,38
18778,42,2,200574,15,10,2,11,0,4,1,0,0,40,38
18779,41,4,200574,14,15,2,9,0,4,1,0,1977,60,38
18780,40,2,200574,7,12,2,12,0,4,1,0,0,44,38
18781,53,2,200576,1,7,0,2,2,4,0,0,0,40,38
18782,51,2,200576,9,13,0,0,1,4,0,0,0,40,38
18783,51,2,200576,15,10,0,0,1,4,0,0,0,63,38
18784,62,3,200577,12,14,2,11,0,4,1,0,0,45,38
18785,22,2,200593,15,10,4,11,3,4,1,0,0,40,38
18786,24,2,200593,11,9,2,5,0,4,1,0,0,50,38
18787,37,2,200598,7,12,2,9,0,4,1,0,1740,45,38
18788,18,2,200603,11,9,4,0,2,4,0,0,0,30,38
18789,50,2,200618,7,12,0,2,1,4,1,0,0,40,38
18790,51,2,200618,9,13,2,9,0,4,1,0,0,40,38
18791,26,2,200639,15,10,2,6,0,4,1,0,0,40,38
18792,27,2,200641,0,6,2,3,5,4,0,0,0,40,25
18793,41,2,200652,6,5,0,7,2,4,0,0,0,35,38
18794,41,2,200671,9,13,0,13,3,2,1,6497,0,40,38
18795,23,2,200677,0,6,4,6,1,4,0,0,0,40,38
18796,24,2,200679,11,9,4,4,3,2,1,0,0,50,38
18797,26,4,200681,11,9,2,3,0,4,1,0,0,40,27
18798,26,2,200681,11,9,4,6,3,4,1,0,0,40,38
18799,34,3,200689,9,13,0,11,4,4,0,0,0,40,38
18800,59,0,200700,7,12,2,4,0,2,1,0,0,40,38
18801,32,2,200700,15,10,4,11,1,4,1,0,0,50,38
18802,59,2,200700,9,13,2,2,0,2,1,0,0,48,38
18803,27,2,200733,11,9,2,6,0,4,1,0,0,55,38
18804,28,2,200733,11,9,2,2,0,4,1,0,0,40,38
18805,47,2,200734,9,13,4,3,4,2,0,0,0,45,38
18806,43,2,200734,11,9,5,7,1,2,0,0,0,40,38
18807,46,2,200734,15,10,0,0,4,2,0,0,0,35,37
18808,28,5,200775,12,14,2,3,5,4,0,0,0,40,38
18809,50,2,200783,5,4,0,2,1,4,1,0,0,60,38
18810,54,2,200783,15,10,2,11,0,4,1,0,0,40,38
18811,27,2,200802,15,10,4,12,1,4,0,0,0,40,38
18812,47,1,200808,2,8,2,0,0,4,1,0,0,35,32
18813,38,2,200818,14,15,2,9,0,4,1,0,0,40,38
18814,24,2,200819,2,8,4,11,1,4,1,0,0,40,38
18815,20,5,200819,11,9,4,13,3,4,1,0,0,40,38
18816,48,4,200825,15,10,2,3,0,4,1,0,0,30,38
18817,43,2,200835,11,9,2,2,0,4,1,0,0,40,38
18818,52,2,200853,12,14,0,9,1,4,0,6849,0,60,38
18819,37,2,200863,15,10,6,2,4,4,1,0,0,40,38
18820,18,2,200876,1,7,4,13,3,4,1,0,0,16,38
18821,30,1,200892,12,14,2,9,0,4,1,0,0,40,38
18822,38,5,200904,9,13,2,3,5,2,0,0,0,30,38
18823,62,2,200922,5,4,6,6,1,4,0,0,0,40,38
18824,29,2,200928,11,9,2,3,0,4,1,0,0,40,38
18825,27,2,200928,15,10,4,11,3,4,1,0,0,22,38
18826,55,4,200939,11,9,2,13,0,4,1,0,0,72,38
18827,46,1,200947,9,13,2,10,0,4,1,0,0,40,38
18828,49,2,200949,0,6,4,7,4,4,0,0,0,38,28
18829,50,2,200960,15,10,2,11,0,4,1,0,0,50,38
18830,54,4,200960,9,13,2,11,0,4,1,0,0,50,38
18831,24,2,200967,11,9,2,2,5,4,0,0,0,36,38
18832,23,2,200967,11,9,0,7,3,4,0,0,0,10,38
18833,39,0,200968,15,10,2,0,2,4,1,0,0,45,38
18834,23,2,200973,11,9,4,0,3,4,0,0,0,40,38
18835,23,2,200973,11,9,4,0,1,4,0,0,0,40,38
18836,24,2,200973,15,10,4,0,1,4,0,0,0,40,38
18837,21,2,200973,15,10,4,11,3,4,0,0,0,20,38
18838,55,2,200992,15,10,6,7,1,4,0,0,0,35,38
18839,24,2,200997,11,9,4,5,3,4,1,0,0,45,38
18840,29,2,201017,12,14,4,9,1,4,1,0,0,55,33
18841,29,2,201022,9,13,2,3,5,4,0,0,0,50,38
18842,45,4,201080,12,14,2,11,0,4,1,0,0,40,38
18843,49,3,201080,15,10,0,2,1,4,1,0,0,55,38
18844,28,1,201099,11,9,4,13,3,2,0,0,0,40,38
18845,39,5,201105,9,13,2,3,5,4,0,0,0,55,38
18846,55,2,201112,11,9,0,9,4,2,0,0,0,40,38
18847,57,2,201112,7,12,0,0,1,2,0,0,0,40,38
18848,58,2,201112,15,10,0,0,1,2,0,0,0,55,38
18849,36,2,201117,9,13,2,3,0,4,1,0,0,50,38
18850,34,2,201122,15,10,2,2,0,4,1,0,0,48,38
18851,31,2,201122,9,13,2,11,0,4,1,0,1902,45,38
18852,31,2,201122,15,10,2,3,0,4,1,0,0,40,38
18853,53,2,201127,12,14,2,3,0,4,1,0,0,48,38
18854,47,2,201127,15,10,2,13,0,4,1,0,0,50,38
18855,45,2,201127,11,9,2,6,0,4,1,0,0,40,38
18856,51,2,201127,11,9,0,11,1,4,1,0,0,45,38
18857,45,0,201127,15,10,2,9,0,4,1,0,0,56,38
18858,26,4,201138,8,11,4,7,1,4,0,0,0,35,38
18859,23,2,201138,15,10,4,0,1,4,0,0,0,8,38
18860,37,2,201141,11,9,4,0,3,4,0,0,0,37,38
18861,23,2,201145,11,9,4,2,1,4,1,0,0,65,38
18862,29,2,201155,6,5,4,11,1,4,0,0,0,48,38
18863,28,2,201175,1,7,4,6,1,2,1,0,0,40,38
18864,48,5,201177,9,13,2,3,0,2,1,0,0,40,38
18865,19,2,201178,11,9,4,11,1,4,0,0,0,30,38
18866,24,2,201179,11,9,4,7,3,4,1,0,0,40,38
18867,21,2,201179,11,9,4,0,3,4,1,0,0,40,38
18868,28,3,201186,11,9,2,11,0,2,1,99999,0,40,38
18869,66,2,201197,9,13,2,9,0,4,1,0,0,45,38
18870,20,2,201204,11,9,4,5,3,4,1,0,0,40,38
18871,46,2,201217,11,9,0,9,1,4,0,0,0,40,38
18872,37,2,201259,1,7,0,13,1,4,1,0,0,65,38
18873,59,4,201263,9,13,2,11,0,4,1,15024,0,55,38
18874,22,2,201268,9,13,4,11,3,4,0,0,0,15,38
18875,61,4,201273,15,10,6,6,1,4,0,0,0,40,38
18876,31,2,201292,11,9,2,7,0,4,1,0,0,40,38
18877,64,5,201293,11,9,6,0,1,4,0,0,0,38,38
18878,56,4,201318,6,5,2,3,2,4,1,3411,0,50,3
18879,37,2,201319,15,10,5,7,4,4,0,0,0,40,38
18880,38,2,201328,9,13,2,9,0,4,1,0,0,50,38
18881,38,4,201328,5,4,2,4,0,4,1,0,0,56,38
18882,35,2,201328,11,9,2,13,0,4,1,0,0,50,38
18883,58,2,201344,9,13,0,2,3,4,0,0,0,20,38
18884,56,2,201344,15,10,6,2,4,4,0,0,0,38,38
18885,58,2,201393,7,12,0,0,1,4,1,0,1876,40,38
18886,38,1,201410,9,13,2,3,0,4,1,0,0,40,38
18887,39,2,201410,11,9,2,5,0,4,1,0,0,40,38
18888,39,2,201410,9,13,2,13,0,4,1,0,1977,45,29
18889,25,2,201413,15,10,4,7,4,2,0,0,0,40,38
18890,44,0,201435,8,11,2,2,0,2,1,0,0,40,38
18891,41,1,201435,11,9,2,13,0,2,1,0,0,40,38
18892,29,2,201454,15,10,4,0,1,4,0,0,0,40,38
18893,38,2,201454,15,10,0,0,4,4,0,0,0,40,38
18894,42,2,201466,9,13,2,3,0,4,1,0,0,45,38
18895,26,2,201481,9,13,4,3,1,4,0,0,0,40,38
18896,22,2,201490,11,9,4,0,3,4,1,0,0,20,38
18897,40,2,201495,1,7,4,13,3,4,1,0,0,35,38
18898,40,2,201495,9,13,0,10,1,4,1,0,0,45,38
18899,42,2,201495,9,13,2,3,0,4,1,0,0,40,38
18900,42,1,201495,15,10,2,10,0,4,1,0,0,72,38
18901,41,2,201495,12,14,2,3,0,4,1,0,0,40,38
18902,49,3,201498,11,9,2,2,0,4,1,0,0,40,38
18903,50,5,201513,11,9,0,0,3,4,0,0,0,40,38
18904,36,2,201519,9,13,2,3,5,4,0,0,0,40,38
18905,42,4,201520,11,9,2,2,0,4,1,0,0,45,38
18906,42,4,201522,9,13,2,11,0,4,1,0,0,60,38
18907,37,2,201531,7,12,2,6,0,4,1,0,0,40,38
18908,37,2,201531,11,9,2,4,0,4,1,0,0,40,38
18909,18,2,201554,15,10,4,6,1,4,0,0,0,15,38
18910,29,5,201556,9,13,4,9,1,4,1,0,0,50,38
18911,51,1,201560,9,13,2,9,5,4,0,0,0,40,38
18912,22,5,201569,9,13,4,9,3,4,0,0,0,20,38
18913,25,2,201579,6,5,4,2,1,4,1,0,0,40,25
18914,46,2,201595,11,9,2,13,0,4,1,0,0,70,38
18915,44,2,201599,1,7,4,6,4,2,0,0,0,40,38
18916,21,2,201603,11,9,4,6,3,4,1,2176,0,40,38
18917,24,2,201603,11,9,0,5,1,4,1,0,0,30,38
18918,18,2,201613,2,8,4,11,3,4,0,0,0,20,38
18919,38,0,201617,11,9,4,0,4,4,0,0,0,40,38
18920,63,2,201631,6,5,2,4,0,2,1,0,0,40,38
18921,25,2,201635,9,13,4,3,1,4,0,0,0,50,38
18922,24,1,201664,15,10,4,10,3,4,1,0,0,40,38
18923,23,2,201664,11,9,2,0,2,4,1,0,0,40,38
18924,24,2,201680,11,9,4,0,4,4,1,0,0,60,38
18925,23,2,201680,2,8,2,2,0,4,1,0,0,40,38
18926,24,2,201680,11,9,4,2,3,4,1,0,0,40,38
18927,23,2,201682,9,13,2,0,2,4,0,0,0,40,38
18928,23,3,201682,9,13,4,0,3,4,0,0,0,35,38
18929,18,0,201686,1,7,4,6,3,4,1,0,0,4,38
18930,45,2,201699,8,11,2,6,0,4,1,0,0,40,38
18931,47,3,201699,7,12,2,3,0,4,1,0,0,50,38
18932,46,2,201699,11,9,2,2,0,4,1,0,0,40,38
18933,47,2,201699,7,12,2,11,0,4,1,5178,0,50,38
18934,45,3,201699,10,16,2,9,0,4,1,0,0,60,38
18935,43,2,201723,12,14,2,3,0,4,1,0,1902,40,38
18936,42,1,201723,15,10,4,2,1,4,1,0,0,40,38
18937,42,2,201723,11,9,0,0,4,4,1,0,0,40,38
18938,44,2,201723,9,13,2,3,0,4,1,15024,0,45,38
18939,22,2,201729,6,5,4,5,2,4,1,0,0,30,38
18940,42,2,201732,15,10,2,11,0,4,1,0,0,40,38
18941,68,2,201732,15,10,0,0,4,4,0,0,0,40,38
18942,40,2,201734,15,10,4,5,1,4,1,0,0,48,38
18943,25,2,201737,15,10,0,0,4,4,0,0,0,40,38
18944,44,4,201742,9,13,2,3,0,4,1,0,2415,50,38
18945,19,2,201743,15,10,4,7,3,4,0,0,0,26,38
18946,19,2,201743,15,10,4,7,3,4,0,0,0,20,38
18947,19,2,201743,15,10,4,7,3,4,0,0,0,15,38
18948,33,3,201763,9,13,2,11,0,4,1,0,0,50,38
18949,40,2,201764,11,9,0,2,1,4,1,0,0,40,38
18950,36,2,201769,1,7,4,10,1,2,1,13550,0,40,38
18951,42,2,201785,12,14,2,11,0,4,1,0,0,50,38
18952,22,2,201799,11,9,4,11,3,4,0,0,0,40,38
18953,20,2,201799,15,10,4,11,3,4,0,0,0,13,38
18954,56,2,201822,5,4,2,5,0,4,1,0,2002,40,38
18955,28,2,201861,15,10,2,6,0,4,1,0,0,45,38
18956,45,2,201865,10,16,2,3,0,4,1,0,0,45,38
18957,47,2,201865,11,9,2,13,0,4,1,0,0,40,38
18958,45,2,201865,9,13,3,3,4,4,1,0,0,40,38
18959,46,3,201865,14,15,2,9,0,4,1,0,0,60,38
18960,18,2,201871,2,8,4,7,3,4,1,0,0,20,38
18961,27,2,201872,15,10,2,11,0,4,1,0,0,50,38
18962,50,2,201882,12,14,2,6,0,4,1,0,0,30,38
18963,18,2,201901,11,9,4,5,3,4,0,0,1719,15,38
18964,18,2,201901,1,7,4,11,3,4,0,0,0,10,38
18965,42,4,201908,14,15,2,9,0,4,1,99999,0,50,38
18966,44,2,201924,9,13,0,11,4,4,0,0,0,35,38
18967,62,2,201928,11,9,6,2,4,2,0,0,0,40,38
18968,26,4,201930,11,9,2,2,0,4,1,0,0,50,38
18969,29,2,201954,9,13,4,3,1,4,1,0,0,35,38
18970,28,2,201954,7,12,4,3,1,4,1,0,0,65,38
18971,60,2,201965,15,10,4,9,4,4,1,0,0,40,38
18972,61,4,201965,11,9,2,3,0,4,1,0,0,40,38
18973,41,2,201981,11,9,0,2,3,4,1,0,0,40,38
18974,33,2,201988,12,14,2,9,0,4,1,0,0,45,38
18975,57,2,201991,9,13,2,9,0,4,1,0,0,40,38
18976,42,5,202011,15,10,4,3,1,4,0,0,0,40,38
18977,39,2,202027,9,13,2,3,0,4,1,15024,0,45,38
18978,35,2,202027,9,13,0,3,1,4,1,27828,0,50,38
18979,39,2,202027,14,15,2,9,0,4,1,0,0,45,38
18980,35,3,202027,15,10,0,3,1,4,1,0,0,60,38
18981,35,4,202027,12,14,2,3,0,4,1,7688,0,55,38
18982,39,4,202027,14,15,2,9,0,4,1,0,1977,50,38
18983,37,2,202027,12,14,2,0,0,4,1,7688,0,50,38
18984,35,2,202027,9,13,2,5,0,4,1,7298,0,35,38
18985,26,2,202033,9,13,2,13,0,4,1,0,0,40,38
18986,25,2,202033,9,13,2,9,0,4,1,0,0,40,38
18987,50,2,202044,9,13,0,9,4,4,0,0,0,45,38
18988,34,2,202046,11,9,2,2,0,4,1,0,0,35,38
18989,33,2,202046,9,13,4,5,1,4,1,0,2001,40,38
18990,33,2,202051,12,14,2,9,0,4,1,0,0,50,38
18991,30,2,202051,9,13,2,3,0,4,1,0,0,42,38
18992,49,2,202053,11,9,0,11,1,4,0,0,0,32,38
18993,62,5,202056,9,13,0,9,1,4,1,14084,0,40,38
18994,52,2,202071,11,9,6,2,3,4,0,0,0,40,38
18995,25,2,202091,11,9,4,3,3,4,0,0,0,40,38
18996,26,2,202091,11,9,2,0,5,4,0,0,0,40,38
18997,25,2,202091,12,14,4,9,3,4,0,0,0,60,38
18998,54,2,202115,11,9,2,6,5,4,0,0,0,40,38
18999,52,2,202115,11,9,2,7,5,4,0,0,0,25,38
19000,48,2,202117,1,7,0,7,1,4,0,0,0,34,38
19001,21,2,202125,11,9,4,7,1,4,1,0,0,40,38
19002,33,3,202153,12,14,2,2,0,4,1,0,0,40,38
19003,41,2,202168,15,10,2,3,0,4,1,0,0,60,38
19004,29,2,202182,15,10,2,2,0,4,1,0,0,50,38
19005,19,1,202184,15,10,4,0,3,4,1,0,0,15,38
19006,42,2,202188,15,10,0,3,1,4,0,0,1741,50,38
19007,61,2,202202,11,9,4,0,1,4,0,0,0,40,38
19008,26,2,202203,4,3,4,0,3,4,0,0,0,40,25
19009,26,2,202203,9,13,4,0,2,4,0,0,0,50,38
19010,27,2,202206,1,7,5,4,2,4,1,0,0,40,32
19011,34,2,202210,11,9,4,7,4,2,0,0,0,40,38
19012,21,2,202214,11,9,4,6,1,4,0,0,0,40,38
19013,21,2,202214,7,12,4,0,1,4,0,0,0,10,38
19014,56,2,202220,15,10,5,12,4,2,0,0,0,38,38
19015,55,2,202220,11,9,2,7,5,2,0,2407,0,35,38
19016,60,2,202226,15,10,0,2,3,4,1,0,0,44,38
19017,27,2,202239,11,9,2,5,0,4,1,0,0,40,38
19018,28,2,202239,5,4,2,9,0,4,1,0,0,55,38
19019,62,2,202242,11,9,2,6,0,4,1,0,0,48,38
19020,23,2,202284,9,13,4,11,3,4,1,0,0,20,38
19021,26,1,202286,9,13,4,12,3,4,1,0,0,40,38
19022,50,2,202296,8,11,5,9,4,4,0,0,0,40,38
19023,47,2,202322,4,3,2,5,0,4,1,0,0,40,25
19024,23,2,202344,9,13,4,9,3,4,0,0,0,40,38
19025,17,2,202344,0,6,4,7,3,4,1,0,0,25,38
19026,21,2,202373,15,10,4,11,3,2,1,0,0,25,38
19027,21,2,202373,8,11,4,2,3,2,1,0,0,40,38
19028,21,2,202373,15,10,2,5,0,2,1,0,0,40,38
19029,35,2,202397,9,13,2,2,0,1,1,0,0,40,29
19030,54,2,202415,11,9,2,2,0,4,1,0,0,40,38
19031,22,2,202416,9,13,4,0,3,4,0,0,0,40,38
19032,34,2,202450,11,9,2,2,0,4,1,0,0,55,38
19033,30,2,202450,11,9,2,13,0,4,1,0,0,65,38
19034,34,3,202450,11,9,2,2,0,4,1,0,0,50,38
19035,31,2,202450,11,9,2,6,0,4,1,0,1573,40,38
19036,52,0,202452,11,9,0,0,1,4,0,0,0,43,38
19037,42,2,202466,7,12,0,9,4,4,0,0,0,45,38
19038,44,2,202466,15,10,2,3,5,4,0,0,0,60,38
19039,48,2,202467,9,13,2,9,0,4,1,0,1485,40,38
19040,49,1,202467,11,9,2,10,0,4,1,0,0,40,38
19041,60,1,202473,8,11,2,7,0,4,1,0,0,40,38
19042,80,2,202483,11,9,3,0,1,4,0,0,0,16,38
19043,45,2,202496,9,13,2,5,0,4,1,0,0,37,38
19044,34,2,202498,2,8,2,7,0,4,1,0,0,40,5
19045,32,2,202498,1,7,2,5,0,4,1,0,0,40,3
19046,41,2,202508,11,9,2,6,0,4,1,0,0,48,38
19047,17,2,202521,0,6,4,7,3,4,1,0,0,15,38
19048,28,1,202558,15,10,4,3,3,4,0,0,0,40,38
19049,55,2,202559,9,13,2,7,2,1,1,0,0,35,29
19050,46,1,202560,9,13,0,9,1,4,0,0,1408,40,38
19051,26,4,202560,15,10,4,9,3,4,0,0,0,35,38
19052,25,2,202560,15,10,4,7,1,4,0,0,0,40,38
19053,46,2,202560,11,9,2,3,5,4,0,0,0,40,38
19054,47,0,202560,9,13,2,3,5,4,0,0,0,40,38
19055,46,2,202560,15,10,2,0,5,4,0,0,0,40,38
19056,44,2,202565,11,9,0,2,1,4,1,0,0,45,38
19057,40,2,202565,7,12,2,11,0,4,1,0,0,52,38
19058,42,2,202565,3,2,2,6,0,4,1,0,0,40,21
19059,24,2,202570,9,13,4,9,3,2,1,0,0,15,38
19060,33,2,202642,9,13,5,9,2,2,0,0,0,40,22
19061,58,2,202652,11,9,6,0,1,4,0,0,0,37,38
19062,58,2,202652,11,9,5,7,4,4,0,0,0,40,5
19063,36,2,202662,12,14,2,9,0,4,1,0,0,40,38
19064,19,2,202673,15,10,4,5,3,4,1,0,0,50,38
19065,59,5,202682,11,9,2,11,0,4,1,0,0,40,38
19066,59,2,202682,11,9,2,2,0,4,1,0,0,40,38
19067,37,2,202683,15,10,2,11,0,4,1,0,0,48,38
19068,38,2,202683,11,9,4,0,1,4,1,0,0,40,38
19069,39,2,202683,9,13,2,0,0,4,1,0,0,40,38
19070,44,4,202692,12,14,2,9,0,4,1,0,0,40,38
19071,53,2,202720,6,5,3,6,4,2,1,0,0,75,13
19072,24,2,202721,15,10,4,0,3,2,0,0,0,40,38
19073,34,1,202729,11,9,2,10,0,4,1,0,0,40,38
19074,33,4,202729,9,13,2,2,0,4,1,0,0,40,38
19075,31,2,202729,11,9,2,13,0,4,1,0,0,50,38
19076,31,2,202729,11,9,2,6,0,4,1,0,0,40,38
19077,32,2,202729,11,9,2,13,3,4,1,0,0,40,38
19078,53,1,202733,12,14,2,3,0,4,1,7688,0,70,38
19079,64,1,202738,11,9,2,0,5,4,0,0,0,35,38
19080,22,2,202745,11,9,4,6,2,4,1,0,0,55,38
19081,51,2,202752,11,9,4,2,1,2,1,0,0,40,38
19082,45,2,202812,9,13,2,9,0,4,1,0,0,40,38
19083,31,2,202822,15,10,0,0,4,2,0,0,0,40,38
19084,33,2,202822,5,4,4,7,4,2,0,0,0,14,37
19085,47,2,202856,15,10,0,0,1,4,0,0,0,36,38
19086,22,2,202871,8,11,2,7,0,4,1,0,0,44,38
19087,21,2,202871,11,9,4,6,3,4,1,0,0,20,38
19088,21,2,202871,11,9,4,11,3,4,1,0,0,44,38
19089,40,2,202872,7,12,4,0,3,4,0,0,0,45,38
19090,44,1,202872,15,10,0,9,4,4,0,0,0,25,38
19091,42,2,202872,15,10,0,0,4,4,0,0,0,12,38
19092,40,2,202872,15,10,0,0,4,4,0,0,0,24,38
19093,40,1,202872,12,14,2,9,5,4,0,0,0,40,38
19094,44,2,202872,9,13,4,9,1,4,0,0,0,45,38
19095,40,2,202872,11,9,2,11,5,4,0,0,0,40,38
19096,41,2,202872,0,6,3,2,1,4,0,0,0,40,38
19097,44,2,202872,7,12,0,9,1,4,0,0,0,40,38
19098,29,2,202878,11,9,4,2,1,4,1,0,0,50,38
19099,29,2,202878,5,4,2,4,0,4,1,0,2042,40,38
19100,22,4,202920,11,9,4,9,4,4,0,99999,0,40,5
19101,52,2,202930,9,13,0,3,1,4,1,0,0,40,38
19102,39,2,202937,15,10,0,12,1,4,0,0,0,40,30
